id,question
39,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：内饰（品类）可以或者应该___（功能）
#答案#
避震
#候选#
['防尘', '隔离', '护腰', '防水', '防晒', '保暖', '缓解', '养护', '防紫外线', '置物', '降温', '护理', '除尘', '杀菌', '养生']"
40,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：刀架（品类）可以或者应该___（功能）
#答案#
耐磨
#候选#
['抗压', '防护', '防潮', '透气', '可拆洗', '除毛', '沥水', '消毒', '通风', '安全', '消毒烘干', '消毒杀菌']"
41,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：加湿器（品类）可以或者应该___（功能）
#答案#
除味
#候选#
['除湿', '净水', '防尘', '洁净', '隔离', '防漏', '吸水', '保鲜', '修复', '清凉', '润养', '加热', '隔音', '取暖', '清润']"
42,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：化妆水（品类）可以或者应该___（功能）
#答案#
抗皱
#候选#
['抗糖', '保湿产品', '减龄神器', '防晒品', '排毒', '吸睛', '补水喷雾', '脱脂', '密封', '卸妆', '吸水', '防雾霾', '冷却', '活氧', '不粘']"
43,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：化妆水（品类）可以或者应该___（功能）
#答案#
净颜
#候选#
['卸妆', '滋阴', '排毒', '活氧', '吸睛', '吸水', '脱脂', '冷却', '温热', '省水', '防雾霾', '抗糖', '负离子', '保湿产品', '压缩']"
44,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：半裙（品类）可以或者应该___（功能）
#答案#
显高
#候选#
['提高', '亮色', '反光', '定型', '亮皮', '拉伸', '隐形', '紧致', '调色', '收边', '定位', '柔顺', '亲肤', '减龄', '露锁骨']"
45,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：双肩包（品类）可以或者应该___（功能）
#答案#
运动透气
#候选#
['干湿分离', '吸湿', '排汗', '充气', '放松', '保暖', '健身', '清凉', '修身', '清爽', '防溅', '保温', '不褪色', '降压', '舒爽']"
46,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：发卡（品类）可以或者应该___（功能）
#答案#
防滑
#候选#
['耐热', '保暖', '运动', '控油', '去屑', '清爽', '趣味', '收纳', '无痕', '显白']"
47,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：发圈（品类）可以或者应该___（功能）
#答案#
清凉
#候选#
['清爽', '亲肤', '亮色', '显瘦', '收纳', '运动', '蓬松', '不伤手', '打底', '不褪色']"
48,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：口罩（品类）可以或者应该___（功能）
#答案#
防雾霾
#候选#
['净化空气', '去甲醛', '防晒遮阳', '净化', '防晒装', '遮阳', '消毒杀菌', '保暖物品', '杀菌消毒', '抗老', '排汗', '排湿', '保温', '清洁', '烘干']"
49,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：口罩（品类）可以或者应该___（功能）
#答案#
御寒
#候选#
['保温', '加热', '遮阳', '加湿', '烘干', '排湿', '润喉', '保暖物品', '瘦脸', '排汗', '遮光', '修护', '护头', '反光', '洁面']"
50,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：地板（品类）可以或者应该___（功能）
#答案#
防滑防水
#候选#
['干湿两用', '防震', '防锈', '加厚加绒', '防噪音', '储水', '深层清洁', '隔水', '可折叠', '保暖', '保护', '灭菌', '杀菌', '遮挡', '透气']"
51,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：坐便器（品类）可以或者应该___（功能）
#答案#
排水
#候选#
['收纳', '增压', '加热', '密封', '即热', '保暖', '折叠收纳', '恒温', '遥控', '益智', '加高']"
