id,question,result
101,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：雪纺衫（品类）可以或者应该___（功能）
*选项*：['甜美减龄', '定位', '洁净', '环保']",甜美减龄
102,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：鞋柜（品类）可以或者应该___（功能）
*选项*：['防脏', '除湿', '保暖', '消毒']",防脏
103,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：饼干（品类）可以或者应该___（功能）
*选项*：['保健', '洁牙', '减脂', '养胃']",养胃
104,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：香皂（品类）可以或者应该___（功能）
*选项*：['隔离', '清透', '去渍', '护发']",去渍
105,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：鸭舌帽（品类）可以或者应该___（功能）
*选项*：['健身', '显瘦', '护颈', '休闲透气']",休闲透气
106,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：黑巧克力（品类）可以或者应该___（功能）
*选项*：['润滑', '耐高温', '抗皱', '提神']",提神
107,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：黑糖（品类）可以或者应该___（功能）
*选项*：['润滑', '洁面', '健脾', '去角质']",健脾
108,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：黑芝麻（品类）可以或者应该___（功能）
*选项*：['保健', '美容', '减肥', '益智']",保健
109,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：休闲透气（功能）属于或类似于___（功能）
*选项*：['舒适透气', '抗菌防霉', '透风', '加厚透气']",加厚透气
110,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：休闲透气（功能）属于或类似于___（功能）
*选项*：['加厚保暖', '打孔透气', '抗菌防霉', '防水防滑']",打孔透气
111,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：保湿修护（功能）属于或类似于___（功能）
*选项*：['去角质', '抗衰老', '抗氧化', '保湿']",保湿
112,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：养生保健（功能）属于或类似于___（功能）
*选项*：['健身锻炼', '增强免疫力', '营养滋补', '美容护肤']",健身锻炼
113,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：养颜（功能）属于或类似于___（功能）
*选项*：['恢复肌肤', '养颜润肤', '滋补保健', '紧致肌肤']",养颜润肤
114,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：包臀显瘦（功能）属于或类似于___（功能）
*选项*：['加厚加绒', '包臀修身', '托腹', '翘臀']",包臀修身
115,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：去湿气（功能）属于或类似于___（功能）
*选项*：['美白', '清热', '防潮', '去湿']",去湿
116,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：去脂（功能）属于或类似于___（功能）
*选项*：['瘦腿', '消食', '去胖', '排毒']",瘦腿
117,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：吸黑头（功能）属于或类似于___（功能）
*选项*：['补水美白', '去法令纹', '祛斑', '祛黑头']",祛黑头
118,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：抑制食欲（功能）属于或类似于___（功能）
*选项*：['瘦全身', '美体', '瘦身', '健身']",瘦身
119,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：折叠收纳（功能）属于或类似于___（功能）
*选项*：['防尘', '置物', '收纳鞋子', '收纳垃圾']",置物
120,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：整理收纳（功能）属于或类似于___（功能）
*选项*：['置物', '防尘', '加固', '归纳收纳']",归纳收纳
121,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：显瘦（功能）属于或类似于___（功能）
*选项*：['减瘦', '塑身', '燃脂', '收腹']",减瘦
122,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：显瘦时尚（功能）属于或类似于___（功能）
*选项*：['显高气质', '修身包臀', '加厚加绒', '加厚显瘦']",加厚显瘦
123,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：束腰（功能）属于或类似于___（功能）
*选项*：['瘦身减肥', '瘦脸', '减龄显瘦', '显瘦性感']",减龄显瘦
124,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：活肤滋润（功能）属于或类似于___（功能）
*选项*：['湿润', '滋养秀发', '滋养头发', '滋养眼']",湿润
125,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：活肤滋润（功能）属于或类似于___（功能）
*选项*：['滋养睫毛', '滋养身体', '补水', '眼部保湿']",滋养身体
126,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：消肿利尿（功能）属于或类似于___（功能）
*选项*：['止咳消炎', '祛湿利尿', '消除失眠', '平肝利胆']",祛湿利尿
127,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：润泽（功能）属于或类似于___（功能）
*选项*：['清凉透气', '修复肌肤', '防水防汗', '保湿水嫩']",保湿水嫩
